path,top_level,exists,is_file,is_dir,suffix,size_bytes,file_kind,initial_category
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/modding/version_compatibility.md,_migration_proposals,True,True,False,.md,79,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/README.md,_migration_proposals,True,True,False,.md,14,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/bugfix_workflow.md,_migration_proposals,True,True,False,.md,745,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/feature_implementation.md,_migration_proposals,True,True,False,.md,759,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/refactor_workflow.md,_migration_proposals,True,True,False,.md,749,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/repository_triage.md,_migration_proposals,True,True,False,.md,749,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/playbooks/security_review.md,_migration_proposals,True,True,False,.md,265,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/prompts/README.md,_migration_proposals,True,True,False,.md,14,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/prompts/code_review.md,_migration_proposals,True,True,False,.md,257,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/prompts/patch_generation.md,_migration_proposals,True,True,False,.md,226,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/prompts/powershell_generation.md,_migration_proposals,True,True,False,.md,228,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/prompts/security_review.md,_migration_proposals,True,True,False,.md,271,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/schemas/README.md,_migration_proposals,True,True,False,.md,14,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/README.md,_migration_proposals,True,True,False,.md,14,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/ai_agents.md,_migration_proposals,True,True,False,.md,486,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/docker_compose.md,_migration_proposals,True,True,False,.md,750,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/m365_graph.md,_migration_proposals,True,True,False,.md,483,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/modding_general.md,_migration_proposals,True,True,False,.md,751,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/nextjs.md,_migration_proposals,True,True,False,.md,713,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/node_typescript.md,_migration_proposals,True,True,False,.md,708,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/office_automation.md,_migration_proposals,True,True,False,.md,771,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/postgres_sqlalchemy_alembic.md,_migration_proposals,True,True,False,.md,737,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/powershell7.md,_migration_proposals,True,True,False,.md,747,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/python_cli.md,_migration_proposals,True,True,False,.md,714,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/python_data_tools.md,_migration_proposals,True,True,False,.md,749,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/python_fastapi.md,_migration_proposals,True,True,False,.md,736,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/qdrant_rag.md,_migration_proposals,True,True,False,.md,733,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/react_vite.md,_migration_proposals,True,True,False,.md,694,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/redis.md,_migration_proposals,True,True,False,.md,697,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/coderos/stacks/windows_ad_gpo.md,_migration_proposals,True,True,False,.md,742,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/DESKTOP_APP_UI_PLUGIN_PANEL_IMPLEMENTATION_PLAN.md,_migration_proposals,True,True,False,.md,1238,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/DESKTOP_APP_VISUAL_CHANGE_LIMITS.md,_migration_proposals,True,True,False,.md,642,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/FUTURE_DESKTOP_APP_UI_PLUGIN_PANEL_PLAN.md,_migration_proposals,True,True,False,.md,480,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_ARCHITECTURE.md,_migration_proposals,True,True,False,.md,781,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_DISCOVERY.md,_migration_proposals,True,True,False,.md,300,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_LOGGING.md,_migration_proposals,True,True,False,.md,583,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_POLICY.md,_migration_proposals,True,True,False,.md,743,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_PROJECT_ROUTING.md,_migration_proposals,True,True,False,.md,435,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_ROLLBACK.md,_migration_proposals,True,True,False,.md,266,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_CLI_WRAPPER_PLAN.md,_migration_proposals,True,True,False,.md,392,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_MANUAL_ACTIVATION_GUIDE.md,_migration_proposals,True,True,False,.md,874,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_MANUAL_ROLLBACK.md,_migration_proposals,True,True,False,.md,481,"Unicode text, UTF-8 text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/HERMES_DESKTOP_PTBR_KEYBOARD.md,_migration_proposals,True,True,False,.md,1058,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/README.md,_migration_proposals,True,True,False,.md,518,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/profiles/README.md,_migration_proposals,True,True,False,.md,110,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/prompts/cli_change_request.md,_migration_proposals,True,True,False,.md,138,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/prompts/cli_debugging.md,_migration_proposals,True,True,False,.md,115,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/prompts/cli_release_checklist.md,_migration_proposals,True,True,False,.md,135,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/prompts/cli_wrapper_review.md,_migration_proposals,True,True,False,.md,115,"ASCII text, with CRLF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/desktop_cli/wrappers/README.md,_migration_proposals,True,True,False,.md,499,"ASCII text, with CRLF, LF line terminators",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/docs/HERMES_DESKTOP_WSL.md,_migration_proposals,True,True,False,.md,778,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/ADOBE_ACROBAT_INTEGRATION_PLAN.md,_migration_proposals,True,True,False,.md,279,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/ENTERPRISE_OFFICE_SKILLS_ARCHITECTURE.md,_migration_proposals,True,True,False,.md,1029,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/HML_DEPLOYMENT_NOTES.md,_migration_proposals,True,True,False,.md,273,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/M365_OFFICE_INTEGRATION_PLAN.md,_migration_proposals,True,True,False,.md,1070,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/PDF_ADOBE_ACROBAT_SKILL_SPEC.md,_migration_proposals,True,True,False,.md,968,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/POWERPOINT_PPTX_SKILL_SPEC.md,_migration_proposals,True,True,False,.md,1042,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/README.md,_migration_proposals,True,True,False,.md,103,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/SECURITY_AND_DATA_POLICY.md,_migration_proposals,True,True,False,.md,927,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/SPREADSHEET_SKILL_SPEC.md,_migration_proposals,True,True,False,.md,986,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/TEXT_EDITING_SKILL_SPEC.md,_migration_proposals,True,True,False,.md,281,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/WORD_DOCX_SKILL_SPEC.md,_migration_proposals,True,True,False,.md,949,"Unicode text, UTF-8 text",MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/document_redaction_and_sanitization.md,_migration_proposals,True,True,False,.md,412,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/excel_base_service_desk.md,_migration_proposals,True,True,False,.md,413,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/excel_data_quality_review.md,_migration_proposals,True,True,False,.md,413,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/pdf_acrobat_standard_workflow.md,_migration_proposals,True,True,False,.md,394,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/pdf_ocr_and_text_extraction.md,_migration_proposals,True,True,False,.md,388,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/pdf_redaction_and_sanitization.md,_migration_proposals,True,True,False,.md,387,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/pdf_signature_and_certificate_caution.md,_migration_proposals,True,True,False,.md,401,SKIPPED_POTENTIAL_SENSITIVE,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/powerpoint_executive_report_creation.md,_migration_proposals,True,True,False,.md,402,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/powerpoint_training_deck_creation.md,_migration_proposals,True,True,False,.md,406,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/word_kcs_generation.md,_migration_proposals,True,True,False,.md,433,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/playbooks/word_manual_creation.md,_migration_proposals,True,True,False,.md,420,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/corporate_text_rewrite.md,_migration_proposals,True,True,False,.md,209,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/document_quality_audit.md,_migration_proposals,True,True,False,.md,186,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/excel_m365_integration.md,_migration_proposals,True,True,False,.md,233,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/kcs_document_generation.md,_migration_proposals,True,True,False,.md,210,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/pdf_acrobat_workflow.md,_migration_proposals,True,True,False,.md,352,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/pdf_content_extraction.md,_migration_proposals,True,True,False,.md,354,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/pdf_redaction_review.md,_migration_proposals,True,True,False,.md,352,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/pdf_signature_certificate_handling.md,_migration_proposals,True,True,False,.md,366,SKIPPED_POTENTIAL_SENSITIVE,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/powerpoint_deck_generation.md,_migration_proposals,True,True,False,.md,328,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/powerpoint_deck_review.md,_migration_proposals,True,True,False,.md,324,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/powerpoint_training_material.md,_migration_proposals,True,True,False,.md,330,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/spreadsheet_analysis.md,_migration_proposals,True,True,False,.md,231,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/spreadsheet_automation.md,_migration_proposals,True,True,False,.md,233,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/spreadsheet_data_quality.md,_migration_proposals,True,True,False,.md,235,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/word_complex_revision.md,_migration_proposals,True,True,False,.md,208,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/prompts/word_document_editing.md,_migration_proposals,True,True,False,.md,208,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/pdf/README.md,_migration_proposals,True,True,False,.md,84,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/pdf/pdf_audit_template.md,_migration_proposals,True,True,False,.md,137,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/pdf/pdf_ocr_workflow_template.md,_migration_proposals,True,True,False,.md,142,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/pdf/pdf_redaction_checklist.md,_migration_proposals,True,True,False,.md,147,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/pdf/pdf_signature_validation_checklist.md,_migration_proposals,True,True,False,.md,129,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/powerpoint/README.md,_migration_proposals,True,True,False,.md,156,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/powerpoint/executive_deck_template.md,_migration_proposals,True,True,False,.md,1786,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/powerpoint/kcs_training_deck_template.md,_migration_proposals,True,True,False,.md,1789,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/powerpoint/procedure_training_deck_template.md,_migration_proposals,True,True,False,.md,1795,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/powerpoint/service_desk_report_deck_template.md,_migration_proposals,True,True,False,.md,1796,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/spreadsheet/README.md,_migration_proposals,True,True,False,.md,84,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/word/README.md,_migration_proposals,True,True,False,.md,75,ASCII text,MIGRATION_PROPOSAL_DEFER
_migration_proposals/hermesops_selective_migration/docs/hermesops/enterprise_office_skills/templates/word/corporate_report_template.md,_migration_proposals,True,True,False,.md,181,ASCII text,MIGRATION_PROPOSAL_DEFER
