route	viewport	status	redirected_to_login	critical_issue	screenshot	notes
/apoema/chat	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-chat.png	Final path /login; authenticated content not rendered.
/apoema/assets	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-assets.png	Final path /login; authenticated content not rendered.
/apoema/assets/123	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-asset-detail.png	Final path /login; authenticated content not rendered.
/apoema/audit-logs	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-audit-logs.png	Final path /login; authenticated content not rendered.
/apoema/imports	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-imports.png	Final path /login; authenticated content not rendered.
/apoema/macros	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-macros.png	Final path /login; authenticated content not rendered.
/apoema/stock	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-stock.png	Final path /login; authenticated content not rendered.
/apoema/signatures	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-signatures.png	Final path /login; authenticated content not rendered.
/apoema/assignments	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-assignments.png	Final path /login; authenticated content not rendered.
/apoema/users	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-users.png	Final path /login; authenticated content not rendered.
/apoema/users/123	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-user-detail.png	Final path /login; authenticated content not rendered.
/apoema/settings	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-settings.png	Final path /login; authenticated content not rendered.
/apoema-preview	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-preview.png	Final path /login; authenticated content not rendered.
/apoema-preview/chat	tablet-768x1024	NO-GO	sim	protected_route_redirected_to_login	tablet-768x1024__auth-final__apoema-preview-chat.png	Final path /login; authenticated content not rendered.
/	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__root.png	Final path /login; authenticated content not rendered.
/login	desktop-1366x768	GO	nao		desktop-1366x768__auth-final__login.png	Final path /login; login route intentionally renders login.
/apoema	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-home.png	Final path /login; authenticated content not rendered.
/apoema/chat	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-chat.png	Final path /login; authenticated content not rendered.
/apoema/assets	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-assets.png	Final path /login; authenticated content not rendered.
/apoema/assets/123	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-asset-detail.png	Final path /login; authenticated content not rendered.
/apoema/audit-logs	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-audit-logs.png	Final path /login; authenticated content not rendered.
/apoema/imports	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-imports.png	Final path /login; authenticated content not rendered.
/apoema/macros	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-macros.png	Final path /login; authenticated content not rendered.
/apoema/stock	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-stock.png	Final path /login; authenticated content not rendered.
/apoema/signatures	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-signatures.png	Final path /login; authenticated content not rendered.
/apoema/assignments	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-assignments.png	Final path /login; authenticated content not rendered.
/apoema/users	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-users.png	Final path /login; authenticated content not rendered.
/apoema/users/123	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-user-detail.png	Final path /login; authenticated content not rendered.
/apoema/settings	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-settings.png	Final path /login; authenticated content not rendered.
/apoema-preview	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-preview.png	Final path /login; authenticated content not rendered.
/apoema-preview/chat	desktop-1366x768	NO-GO	sim	protected_route_redirected_to_login	desktop-1366x768__auth-final__apoema-preview-chat.png	Final path /login; authenticated content not rendered.
/	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__root.png	Final path /login; authenticated content not rendered.
/login	desktop-1440x900	GO	nao		desktop-1440x900__auth-final__login.png	Final path /login; login route intentionally renders login.
/apoema	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-home.png	Final path /login; authenticated content not rendered.
/apoema/chat	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-chat.png	Final path /login; authenticated content not rendered.
/apoema/assets	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-assets.png	Final path /login; authenticated content not rendered.
/apoema/assets/123	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-asset-detail.png	Final path /login; authenticated content not rendered.
/apoema/audit-logs	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-audit-logs.png	Final path /login; authenticated content not rendered.
/apoema/imports	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-imports.png	Final path /login; authenticated content not rendered.
/apoema/macros	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-macros.png	Final path /login; authenticated content not rendered.
/apoema/stock	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-stock.png	Final path /login; authenticated content not rendered.
/apoema/signatures	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-signatures.png	Final path /login; authenticated content not rendered.
/apoema/assignments	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-assignments.png	Final path /login; authenticated content not rendered.
/apoema/users	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-users.png	Final path /login; authenticated content not rendered.
/apoema/users/123	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-user-detail.png	Final path /login; authenticated content not rendered.
/apoema/settings	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-settings.png	Final path /login; authenticated content not rendered.
/apoema-preview	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-preview.png	Final path /login; authenticated content not rendered.
/apoema-preview/chat	desktop-1440x900	NO-GO	sim	protected_route_redirected_to_login	desktop-1440x900__auth-final__apoema-preview-chat.png	Final path /login; authenticated content not rendered.
/	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__root.png	Final path /login; authenticated content not rendered.
/login	desktop-1920x1080	GO	nao		desktop-1920x1080__auth-final__login.png	Final path /login; login route intentionally renders login.
/apoema	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-home.png	Final path /login; authenticated content not rendered.
/apoema/chat	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-chat.png	Final path /login; authenticated content not rendered.
/apoema/assets	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-assets.png	Final path /login; authenticated content not rendered.
/apoema/assets/123	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-asset-detail.png	Final path /login; authenticated content not rendered.
/apoema/audit-logs	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-audit-logs.png	Final path /login; authenticated content not rendered.
/apoema/imports	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-imports.png	Final path /login; authenticated content not rendered.
/apoema/macros	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-macros.png	Final path /login; authenticated content not rendered.
/apoema/stock	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-stock.png	Final path /login; authenticated content not rendered.
/apoema/signatures	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-signatures.png	Final path /login; authenticated content not rendered.
/apoema/assignments	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-assignments.png	Final path /login; authenticated content not rendered.
/apoema/users	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-users.png	Final path /login; authenticated content not rendered.
/apoema/users/123	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-user-detail.png	Final path /login; authenticated content not rendered.
/apoema/settings	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-settings.png	Final path /login; authenticated content not rendered.
/apoema-preview	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-preview.png	Final path /login; authenticated content not rendered.
/apoema-preview/chat	desktop-1920x1080	NO-GO	sim	protected_route_redirected_to_login	desktop-1920x1080__auth-final__apoema-preview-chat.png	Final path /login; authenticated content not rendered.
