route	viewport	status	redirected_to_login	critical_issue	screenshot	notes
/apoema-preview/chat	mobile-390x844	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	mobile-390x844__noauth__apoema-preview-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__root.png	Protegida sem auth segura; a tela final exibida foi o login.
/login	tablet-768x1024	GO	false		tablet-768x1024__noauth__login.png	Login renderizado sem sessão segura; visual baseline OK.
/apoema	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-home.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/chat	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-assets.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets/123	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-asset-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/audit-logs	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-audit-logs.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/imports	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-imports.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/macros	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-macros.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/stock	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-stock.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/signatures	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-signatures.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assignments	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-assignments.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-users.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users/123	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-user-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/settings	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-settings.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-preview.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview/chat	tablet-768x1024	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	tablet-768x1024__noauth__apoema-preview-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__root.png	Protegida sem auth segura; a tela final exibida foi o login.
/login	desktop-1366x768	GO	false		desktop-1366x768__noauth__login.png	Login renderizado sem sessão segura; visual baseline OK.
/apoema	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-home.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/chat	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-assets.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets/123	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-asset-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/audit-logs	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-audit-logs.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/imports	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-imports.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/macros	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-macros.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/stock	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-stock.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/signatures	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-signatures.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assignments	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-assignments.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-users.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users/123	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-user-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/settings	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-settings.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-preview.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview/chat	desktop-1366x768	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1366x768__noauth__apoema-preview-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__root.png	Protegida sem auth segura; a tela final exibida foi o login.
/login	desktop-1440x900	GO	false		desktop-1440x900__noauth__login.png	Login renderizado sem sessão segura; visual baseline OK.
/apoema	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-home.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/chat	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-assets.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets/123	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-asset-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/audit-logs	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-audit-logs.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/imports	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-imports.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/macros	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-macros.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/stock	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-stock.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/signatures	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-signatures.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assignments	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-assignments.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-users.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users/123	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-user-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/settings	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-settings.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-preview.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview/chat	desktop-1440x900	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1440x900__noauth__apoema-preview-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__root.png	Protegida sem auth segura; a tela final exibida foi o login.
/login	desktop-1920x1080	GO	false		desktop-1920x1080__noauth__login.png	Login renderizado sem sessão segura; visual baseline OK.
/apoema	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-home.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/chat	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-assets.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assets/123	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-asset-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/audit-logs	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-audit-logs.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/imports	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-imports.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/macros	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-macros.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/stock	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-stock.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/signatures	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-signatures.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/assignments	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-assignments.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-users.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/users/123	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-user-detail.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema/settings	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-settings.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-preview.png	Protegida sem auth segura; a tela final exibida foi o login.
/apoema-preview/chat	desktop-1920x1080	NOT_TESTED	true	sessão segura indisponível; redirecionado para /login	desktop-1920x1080__noauth__apoema-preview-chat.png	Protegida sem auth segura; a tela final exibida foi o login.
